140,60
141,59
142,58
143,57
144,56
145,55
146,54
147,53
148,52
149,51
150,50
151,49
152,48
153,47
154,46
155,45
156,44
157,43
158,42
159,41
160,40
161,39
162,38
163,37
164,36
165,35
166,34
167,33
168,32
169,31
170,30
171,29
172,28
173,27
174,26
175,25
176,24
177,23
178,22
179,21
180,20
140,60
139,61
139,62
138,63
138,64
137,65
137,66
136,67
136,68
135,69
135,70
134,71
134,72
133,73
133,74
132,75
132,76
131,77
131,78
130,79
130,80
129,81
129,82
128,83
128,84
127,85
127,86
126,87
126,88
125,89
125,90
124,91
124,92
123,93
123,94
122,95
122,96
121,97
121,98
120,99
120,100
120,100
120,101
120,102
119,103
119,104
119,105
119,106
119,107
118,108
118,109
118,110
118,111
118,112
117,113
117,114
117,115
117,116
117,117
116,118
116,119
116,120
116,121
116,122
115,123
115,124
115,125
115,126
115,127
114,128
114,129
114,130
114,131
114,132
113,133
113,134
113,135
113,136
113,137
112,138
112,139
112,140
112,141
112,142
111,143
111,144
111,145
111,146
111,147
110,148
110,149
110,150
110,151
110,152
109,153
109,154
109,155
109,156
109,157
108,158
108,159
108,160
108,161
108,162
107,163
107,164
107,165
107,166
107,167
106,168
106,169
106,170
106,171
106,172
105,173
105,174
105,175
105,176
105,177
104,178
104,179
104,180
104,181
104,182
103,183
103,184
103,185
103,186
103,187
102,188
102,189
102,190
102,191
102,192
101,193
101,194
101,195
101,196
101,197
100,198
100,199
100,200
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
60,60
61,61
61,62
62,63
62,64
63,65
63,66
64,67
64,68
65,69
65,70
66,71
66,72
67,73
67,74
68,75
68,76
69,77
69,78
70,79
70,80
71,81
71,82
72,83
72,84
73,85
73,86
74,87
74,88
75,89
75,90
76,91
76,92
77,93
77,94
78,95
78,96
79,97
79,98
80,99
80,100
80,100
80,101
80,102
81,103
81,104
81,105
81,106
81,107
82,108
82,109
82,110
82,111
82,112
83,113
83,114
83,115
83,116
83,117
84,118
84,119
84,120
84,121
84,122
85,123
85,124
85,125
85,126
85,127
86,128
86,129
86,130
86,131
86,132
87,133
87,134
87,135
87,136
87,137
88,138
88,139
88,140
88,141
88,142
89,143
89,144
89,145
89,146
89,147
90,148
90,149
90,150
90,151
90,152
91,153
91,154
91,155
91,156
91,157
92,158
92,159
92,160
92,161
92,162
93,163
93,164
93,165
93,166
93,167
94,168
94,169
94,170
94,171
94,172
95,173
95,174
95,175
95,176
95,177
96,178
96,179
96,180
96,181
96,182
97,183
97,184
97,185
97,186
97,187
98,188
98,189
98,190
98,191
98,192
99,193
99,194
99,195
99,196
99,197
100,198
100,199
100,200
100,200
100,201
100,202
100,203
100,204
100,205
100,206
100,207
100,208
100,209
100,210
100,211
100,212
60,60
61,60
62,60
63,60
64,60
65,60
66,60
67,60
68,60
69,60
70,60
71,60
72,60
73,60
74,60
75,60
76,60
77,60
78,60
79,60
80,60
81,60
82,60
83,60
84,60
85,60
86,60
87,60
88,60
89,60
90,60
91,60
92,60
93,60
94,60
95,60
96,60
97,60
98,60
99,60
100,60
60,64
61,64
62,64
63,64
64,64
65,64
66,64
67,64
68,64
69,64
70,64
71,64
72,64
73,64
74,64
75,64
76,64
77,64
78,64
79,64
80,64
81,64
82,64
83,64
84,64
85,64
86,64
87,64
88,64
89,64
90,64
91,64
92,64
93,64
94,64
95,64
96,64
97,64
98,64
99,64
100,64
100,60
100,61
100,62
100,63
100,64
90,60
90,61
90,62
90,63
90,64
80,60
80,61
80,62
80,63
80,64
70,60
70,61
70,62
70,63
70,64
60,60
60,61
60,62
60,63
60,64
80,60
80,61
81,62
81,63
81,64
82,65
82,66
82,67
83,68
83,69
84,70
84,71
